Test Year: 2019
Total: 1199, Correct: 366, ExpRate: 30.53%
----------------------------------------
Image	Status	Prediction	GroundTruth
UN19_1007_em_102	WRONG	\frac { - 4 } { \sqrt { 3 0 0 } }	\frac { - 4 } { \sqrt { 3 6 0 } }
UN19_1008_em_117	WRONG	+ a ^ { a } = + x ^ { x } + y ^ { y }	T ^ { a a } = T ^ { x x } + T ^ { y y }
ISICal19_1205_em_820	CORRECT	- \frac { 1 } { 3 } \int A ^ { 3 }	- \frac { 1 } { 3 } \int A ^ { 3 }
UN19wb_1104_em_941	CORRECT	- 1 + \frac { 1 } { n }	- 1 + \frac { 1 } { n }
UN19wb_1118_em_1147	WRONG	T + 1 3 + 1 7 + 1 9	+ 1 3 + 1 7 + 1 9
UN19wb_1105_em_945	WRONG	\cos ( x ^ { m } )	\cos ( X ^ { m } )
UN19wb_1108_em_998	WRONG	x = x _ { 8 } + i x _ { 3 }	y = x _ { 8 } + i x _ { 9 }
ISICal19_1211_em_893	CORRECT	\frac { 1 } { x } x = 1	\frac { 1 } { x } x = 1
UN19wb_1121_em_1198	CORRECT	\frac { 2 \pi } { 3 } - \frac { 4 \pi } { 9 } = \frac { 2 \pi } { 9 }	\frac { 2 \pi } { 3 } - \frac { 4 \pi } { 9 } = \frac { 2 \pi } { 9 }
UN19_1020_em_284	WRONG	9 + 7	9 + 1
UN19_1010_em_136	WRONG	x ^ { 1 } \cdot x ^ { 5 }	x ^ { 1 } \ldots x ^ { 5 }
UN19wb_1112_em_1055	WRONG	\sin y 0	\sin y _ { 0 }
UN19wb_1105_em_954	WRONG	R ( \theta ) = t ( \theta )	R ( \theta ) = \tan ( \theta )
UN19_1020_em_282	CORRECT	x + u	x + u
UN19_1008_em_105	WRONG	\lim _ { n \rightarrow 3 } z ^ { n }	\lim _ { z \rightarrow 1 } \sum z ^ { n }
ISICal19_1203_em_787	CORRECT	F ( x , y ) = \sin x e ^ { y }	F ( x , y ) = \sin x e ^ { y }
UN19wb_1119_em_1155	WRONG	\frac { x } { P ( - \frac { P ( x ) } { p ( x ) ^ { 2 } }	x \frac { P ( - x ) } { ( x P ( x ) ) ^ { 2 } }
UN19_1038_em_540	CORRECT	\sum _ { n } s _ { n }	\sum _ { n } s _ { n }
UN19_1001_em_7	CORRECT	\sum _ { i } r _ { i } + \sum _ { i } s _ { i }	\sum _ { i } r _ { i } + \sum _ { i } s _ { i }
UN19_1025_em_352	CORRECT	x ^ { 3 } x ^ { 4 } x ^ { 5 }	x ^ { 3 } x ^ { 4 } x ^ { 5 }
UN19_1045_em_659	CORRECT	\int d A	\int d A
UN19_1029_em_413	CORRECT	x = x _ { a } - x _ { b }	x = x _ { a } - x _ { b }
UN19_1011_em_158	WRONG	\int \sqrt { 9 } B ^ { 2 } }	\int \sqrt { g } R ^ { 2 }
ISICal19_1202_em_774	CORRECT	x \neq \pm a	x \neq \pm a
UN19_1035_em_507	WRONG	\sum s	\sum _ { i } \beta ^ { i }
UN19wb_1106_em_967	WRONG	6 + 8 + 1 6 , 6 + 6 7 8 + 1 0	6 + 8 + 1 6 , 6 + 6 + 8 + 1 0
UN19_1002_em_24	WRONG	x ^ { b + 1 } = x ^ { 5 }	x ^ { p + 1 } \ldots x ^ { 5 }
UN19wb_1116_em_1117	CORRECT	a t ^ { - 1 } + b t ^ { - 2 }	a t ^ { - 1 } + b t ^ { - 2 }
UN19_1003_em_41	CORRECT	3 \times 3 \times 3	3 \times 3 \times 3
UN19_1008_em_106	CORRECT	\sqrt { n a }	\sqrt { n a }
UN19wb_1119_em_1159	CORRECT	1 2 + 8 + 6 + 6 + 6	1 2 + 8 + 6 + 6 + 6
UN19wb_1111_em_1046	WRONG	\beta = \sqrt { \frac { 1 - 2 } { q - 3 } }	\beta = \sqrt { \frac { d - 2 } { d - 3 } }
UN19_1001_em_9	WRONG	[ a b ] = a 5 - 5 a	[ a b ] = a b - b a
UN19wb_1115_em_1102	WRONG	\frac { 3 } { 2 } \times \frac { 3 } { 2 }	\frac { 3 } { 2 } \times \frac 3 2
UN19wb_1111_em_1041	WRONG	( a p ) = \frac { 1 } { 2 } ( a b + b a )	( a b ) = \frac { 1 } { 2 } ( a b + b a )
UN19_1039_em_568	CORRECT	j \geq 3	j \geq 3
UN19_1010_em_147	WRONG	x \times x	X \times X
UN19wb_1120_em_1180	WRONG	x = \frac { 1 } { \sqrt { 2 } } ( x ^ { ' } + i x ^ { 2 } )	X = \frac { 1 } { \sqrt { 2 } } ( x ^ { 1 } + i x ^ { 2 } )
ISICal19_1210_em_870	WRONG	\sqrt { 1 - x } = \sum _ { n = 0 } ^ { \infty } a _ { n } x ^ { 3 }	\sqrt { 1 - x } = \sum _ { n = 0 } ^ { \infty } \alpha _ { n } x ^ { n }
UN19_1027_em_377	CORRECT	y \geq 0	y \geq 0
UN19_1007_em_90	WRONG	\frac { c } { 3 } = \frac { 1 } { 1 3 }	\frac { c } { 3 } = \frac { 1 1 } { 1 3 }
UN19_1008_em_107	CORRECT	y = \frac { p } { q } x	y = \frac { p } { q } x
UN19_1030_em_426	CORRECT	\sin ( \pi x )	\sin ( \pi x )
UN19wb_1113_em_1077	CORRECT	\sqrt { - h }	\sqrt { - h }
UN19_1012_em_170	WRONG	\frac { e } { 8 }	\frac { 9 } { 8 }
UN19_1012_em_171	CORRECT	y d y	y d y
UN19wb_1118_em_1153	CORRECT	e ^ { a + 1 } - e ^ { a }	e ^ { a + 1 } - e ^ { a }
UN19wb_1115_em_1109	WRONG	\log \theta 2 R	\tan \theta / 2
UN19_1030_em_423	CORRECT	\log \sqrt { 2 \pi }	\log \sqrt { 2 \pi }
UN19_1044_em_637	WRONG	\frac { E } { 4 }	\frac { 4 } { 5 }
ISICal19_1207_em_847	WRONG	x ^ { I } - x ^ { 8 }	x ^ { 7 } - x ^ { 8 }
UN19_1030_em_429	WRONG	g - n	9 - n
UN19_1051_em_745	WRONG	\frac { 1 } { 4 }	\frac { 7 } { 4 }
UN19_1022_em_310	WRONG	\sqrt { - \pi }	\sqrt { - A }
UN19wb_1103_em_927	CORRECT	- 0 . 9 9 9	- 0 . 9 9 9
UN19_1021_em_293	WRONG	V e , y	\forall l , j
UN19_1037_em_536	WRONG	\sum _ { a } n a	\sum _ { a } n _ { a }
UN19_1027_em_380	WRONG	A \geq 3	\Delta \geq 3
UN19wb_1115_em_1101	WRONG	y ^ { i } y ^ { k } = y ^ { j + x }	y ^ { j } y ^ { k } = y ^ { j + k }
UN19_1021_em_294	CORRECT	\sin ( x )	\sin ( x )
UN19wb_1112_em_1056	WRONG	- b _ { 2 } = b + \frac { 1 } { 2 b }	- b j _ { 2 } = b + \frac { 1 } { 2 b }
ISICal19_1201_em_763	WRONG	x ^ { 6 } \ldots x ^ { q }	x ^ { 6 } \ldots x ^ { 9 }
UN19_1001_em_13	CORRECT	a ^ { 1 } a ^ { 2 } a ^ { 3 } a ^ { 4 } a ^ { 5 }	a ^ { 1 } a ^ { 2 } a ^ { 3 } a ^ { 4 } a ^ { 5 }
UN19_1019_em_267	WRONG	\frac { 6 } { \sqrt { 3 0 0 } }	\frac { 6 } { \sqrt { 3 6 0 } }
UN19wb_1107_em_976	CORRECT	p = x \sin \theta	p = x \sin \theta
UN19wb_1104_em_942	CORRECT	\frac { - 4 } { \sqrt { 6 0 } }	\frac { - 4 } { \sqrt { 6 0 } }
UN19wb_1119_em_1163	WRONG	\lambda \beta _ { 2 } = + \alpha	\lambda B _ { 1 2 } = \tan \alpha
UN19_1003_em_37	WRONG	x _ { x y x y }	X _ { x y x y }
UN19_1032_em_453	WRONG	x 0	x \neq 0
UN19_1017_em_227	WRONG	x ^ { 4 } - x ^ { g }	x ^ { 4 } - x ^ { 9 }
UN19wb_1112_em_1064	WRONG	\alpha = \frac { 1 } { \theta }	\alpha = \frac { 1 } { \tan \theta }
UN19_1018_em_251	WRONG	y = \lim ( \theta \beta 3 )	y = \tan ( \theta / 3 )
UN19wb_1109_em_1009	WRONG	x = a ( i - i _ { 0 } ) ^ { - 1 } + p ( t - b ) ^ { - 1 }	x = a ( t - t _ { 0 } ) ^ { - 1 } + p ( t - t _ { 0 } ) ^ { r - 1 }
UN19_1047_em_683	WRONG	\int o ^ { 2 } x ^ { 2 } f	\int d ^ { 2 } x F
UN19_1046_em_663	WRONG	x = \frac { 4 \pi } { 3 } + i ^ { 2 \pi i }	x = \frac { 4 \pi i } { 3 } + 2 \pi i n
UN19_1001_em_4	WRONG	5 \cdot b 0 + b _ { 1 } t + b _ { k }	b = b _ { 0 } + b _ { 1 } + . . . + b _ { k }
UN19wb_1105_em_958	WRONG	\frac { 8 x 5 } { 5 + 3 } = \frac { 3 \times 1 } { 6 + 1 }	\frac { 8 \times 5 } { 5 + 3 } = \frac { 3 5 \times 1 } { 6 + 1 }
UN19_1038_em_546	WRONG	1 . k	1 \ldots k
ISICal19_1202_em_778	CORRECT	a + \frac { 1 } { 2 } \geq 0	a + \frac { 1 } { 2 } \geq 0
UN19wb_1116_em_1110	CORRECT	\frac { 1 } { x _ { 3 } - x _ { 1 } }	\frac { 1 } { x _ { 3 } - x _ { 1 } }
ISICal19_1201_em_753	CORRECT	x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } = 1	x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } = 1
UN19_1009_em_120	WRONG	+ \frac { \prime } { 5 }	+ \frac { 1 } { 5 }
UN19wb_1104_em_939	WRONG	x 5 \div 2	x \div 5 \div 2
UN19_1006_em_88	CORRECT	\sqrt { 4 m }	\sqrt { 4 m }
UN19_1030_em_433	CORRECT	\sin ( \theta )	\sin ( \theta )
UN19_1010_em_145	WRONG	w ^ { i + 3 } + w ^ { - j } + w ^ { - c }	w ^ { i + j } + w ^ { - j } + w ^ { - i }
UN19wb_1105_em_953	WRONG	\frac { 2 } { 5 } = \frac { 1 } { 5 } + \frac { 1 } { 1 5 }	\frac { 2 } { 5 } = \frac { 1 } { 3 } + \frac { 1 } { 1 5 }
UN19_1023_em_327	CORRECT	6 x \neq y	6 x \neq y
UN19_1049_em_706	WRONG	\sum c ^ { ( n \prime } e ^ { B }	\sum C ^ { ( n ) } e ^ { B }
UN19_1028_em_402	WRONG	\int a u	\int d u
UN19wb_1115_em_1100	CORRECT	\lim _ { x \rightarrow \pm \infty } V ( x ) = 0	\lim _ { x \rightarrow \pm \infty } V ( x ) = 0
ISICal19_1211_em_896	WRONG	( - b x - c x ^ { 2 } \neq 0	1 - b x - c x ^ { 2 } \neq 0
UN19_1008_em_108	WRONG	[ a ] + \frac { 1 } { 2 } ( b ]	[ a ] + \frac { 1 } { 2 } [ b ]
UN19_1029_em_412	CORRECT	5 \times 5	5 \times 5
UN19wb_1102_em_906	CORRECT	\frac { n } { 2 } + \frac { 7 } { 2 }	\frac { n } { 2 } + \frac { 7 } { 2 }
ISICal19_1206_em_825	CORRECT	( \frac { 5 } { 7 } , \frac { 5 } { 7 } )	( \frac { 5 } { 7 } , \frac { 5 } { 7 } )
UN19_1027_em_379	WRONG	\lim _ { x } \sqrt { C }	\lim \sqrt { x }
UN19_1011_em_160	WRONG	k _ { a } \neq k _ { b } \neq k c	k _ { a } \neq k _ { b } \neq k _ { c }
UN19_1024_em_336	CORRECT	1 + 5 + 7	1 + 5 + 7
UN19wb_1117_em_1137	WRONG	\frac { 1 } { i + i } = 1 - \frac { k } { R + i }	\frac { i } { k + i } = 1 - \frac { k } { k + i }
UN19_1018_em_254	WRONG	- g , 9 S 9 9	- 9 . 9 5 9 9
UN19wb_1119_em_1169	WRONG	A = \sum _ { a } A ^ { a } + a }	A = \sum _ { a } A ^ { a } t ^ { a }
UN19wb_1109_em_1019	WRONG	S ^ { 2 } \times S ^ { 2 } \times s ^ { 2 } \times s ^ { 2 }	S ^ { 2 } \times S ^ { 2 } \times S ^ { 2 } \times S ^ { 2 }
UN19wb_1109_em_1013	WRONG	( x _ { 1 2 } x _ { 3 } 3 x _ { 4 } x _ { 4 } )	( x _ { 1 2 } x _ { 2 3 } x _ { 3 4 } x _ { 4 1 } )
UN19wb_1115_em_1096	WRONG	e ^ { - \alpha \sqrt { 1 - e ^ { 2 } - e ^ { 2 } } }	e ^ { - \alpha \sqrt { 1 - e ^ { 2 } } x ^ { 0 } }
UN19_1003_em_30	WRONG	n = 1 + \sqrt { 1 5 }	n = - 1 + \sqrt { 1 5 }
UN19_1031_em_444	WRONG	x = \frac { 2 \pi } { \sqrt { 2 } } ( m + \frac { 1 } { 2 } )	x = \frac { 2 \pi } { \sqrt { 2 } } ( n + \frac { 1 } { 2 } )
UN19_1033_em_472	WRONG	C + 9 y	C + q y
UN19wb_1111_em_1039	WRONG	9 \times 9 + 1 x \times 1 3 - ( 3 + 1 + 1 ) = 2 4 3	9 \times 9 + 1 3 \times 1 3 - ( 3 + 3 + 1 ) = 2 4 3
UN19_1015_em_203	CORRECT	\sin ( \theta ) \neq 0	\sin ( \theta ) \neq 0
UN19_1025_em_347	WRONG	\frac { 3 } { n ^ { n 0 }	\int \limits _ { a } ^ { b } a _ { 0 }
UN19wb_1112_em_1058	WRONG	h = h h	h \rightarrow h h
UN19_1047_em_677	CORRECT	M = \sqrt { \frac { 2 } { c } }	M = \sqrt { \frac { 2 } { c } }
UN19_1024_em_342	CORRECT	\sqrt { \frac { 8 } { 3 } }	\sqrt { \frac { 8 } { 3 } }
UN19_1008_em_115	WRONG	x u = v x = x _ { p } ^ { p - a } x	x u = v x = x p ^ { - 1 } x
UN19wb_1118_em_1140	CORRECT	f ( y ) = y ^ { \frac { 1 } { n - 2 } }	f ( y ) = y ^ { \frac { 1 } { n - 2 } }
UN19_1025_em_354	WRONG	y = \sqrt { y + y ^ { i } }	y = \sqrt { y _ { i } y ^ { i } }
UN19_1029_em_407	WRONG	u ^ { n + 1 } = \cos z	u ^ { n + 1 } = \cos { r }
ISICal19_1207_em_845	WRONG	\sin \theta = \frac { \pi 9 } { 1 2 o }	\sin \theta = \frac { 1 1 9 } { 1 2 0 }
UN19wb_1107_em_978	WRONG	\beta = \sqrt { 1 + 5 }	\beta = \sqrt { 1 + b }
UN19_1030_em_420	WRONG	\lim _ { 0 } \theta = 0	\tan { \theta } = 0
UN19_1042_em_601	CORRECT	x + i y	x + i y
UN19_1036_em_514	CORRECT	\frac { 1 } { \sqrt { N } }	\frac { 1 } { \sqrt { N } }
ISICal19_1209_em_864	CORRECT	\int d z	\int d z
UN19_1002_em_21	WRONG	M \rightarrow \frac { M } { \sqrt { L } }	M \rightarrow \frac { M } { \sqrt { c } }
UN19_1048_em_695	WRONG	s ( u ) = \frac { \sin ( a ) } { \sin ( x ) }	s ( u ) = \frac { \sin ( u ) } { \sin ( \lambda ) }
UN19wb_1104_em_937	WRONG	5 _ { b } = \frac { 1 } { 2 } ( x c	s _ { b } C = \frac { 1 } { 2 } C \times C
UN19_1039_em_559	CORRECT	z \geq \frac { 9 } { 8 }	z \geq \frac { 9 } { 8 }
ISICal19_1201_em_756	WRONG	\frac { 3 ^ { 2 } ( 3 + z ^ { 2 } ) ( z + z ) } { 2 }	\frac { ( 3 + z ^ { 2 } ) ( 7 + z ^ { 2 } ) } { 3 2 }
ISICal19_1211_em_886	CORRECT	- x _ { 0 } \leq x \leq x _ { 0 }	- x _ { 0 } \leq x \leq x _ { 0 }
ISICal19_1202_em_765	WRONG	x ^ { x } y ^ { 2 } x ^ { 3 }	x ^ { 1 } y ^ { 1 } x ^ { 3 }
UN19_1025_em_346	CORRECT	\frac { 1 } { x + i 0 }	\frac { 1 } { x + i 0 }
UN19_1051_em_749	CORRECT	\sin ^ { 2 } \alpha	\sin ^ { 2 } \alpha
UN19_1038_em_550	CORRECT	\sqrt { 1 + t }	\sqrt { 1 + t }
UN19_1042_em_603	WRONG	1 + 3 + r ^ { 3 }	1 ^ { + 3 } + 1 ^ { - 3 }
UN19wb_1114_em_1088	WRONG	y = y _ { 3 } - y _ { a }	y = y _ { b } - y _ { a }
UN19wb_1112_em_1060	CORRECT	\sum A _ { i }	\sum A _ { i }
UN19_1026_em_368	CORRECT	a = c b ^ { - 1 } - b a b ^ { - 1 }	a = c b ^ { - 1 } - b a b ^ { - 1 }
ISICal19_1203_em_782	CORRECT	a = 4 ( \frac { 1 } { 4 } - \frac { 3 } { 8 } )	a = 4 ( \frac { 1 } { 4 } - \frac { 3 } { 8 } )
UN19_1045_em_650	CORRECT	\sqrt { y ^ { 2 } } = y	\sqrt { y ^ { 2 } } = y
UN19_1021_em_290	WRONG	\sin ^ { 2 } \theta \in 1	\sin ^ { 2 } { \theta } \leq 1
UN19wb_1110_em_1028	CORRECT	b _ { n } = \lim _ { \alpha \rightarrow 0 } b _ { n - \alpha }	b _ { n } = \lim _ { \alpha \rightarrow 0 } b _ { n - \alpha }
UN19_1048_em_693	CORRECT	y = \pm \sqrt { - u }	y = \pm \sqrt { - u }
UN19wb_1112_em_1061	CORRECT	\sqrt { m n }	\sqrt { m n }
UN19wb_1114_em_1080	WRONG	p 8	P f
UN19wb_1118_em_1145	CORRECT	\int d ^ { 4 } x \sqrt { g }	\int d ^ { 4 } x \sqrt { g }
UN19_1021_em_296	WRONG	s n ( n z )	\sin ( n z )
UN19wb_1121_em_1186	CORRECT	\sin x _ { i } , \cos x _ { i }	\sin x _ { i } , \cos x _ { i }
ISICal19_1203_em_785	WRONG	2 x - \frac { 2 5 } { 3 } = \frac { 4 x } } { 3 }	2 \pi - \frac { 2 \pi } { 3 } = \frac { 4 \pi } { 3 }
UN19_1050_em_730	WRONG	2 5 \sqrt { 5 } ^ { 2 1 3 ^ { 8 } }	2 5 \sqrt [ 5 ] { 2 ^ { - 2 1 } 3 ^ { 8 } }
ISICal19_1209_em_865	WRONG	\sqrt { g _ { y } }	\sqrt { g _ { y y } }
UN19wb_1119_em_1157	WRONG	X ^ { 2 } + y ^ { 2 } + z ^ { x + 1 }	x ^ { 2 } + y ^ { 2 } + z ^ { k + 1 }
UN19_1010_em_139	WRONG	\beta = \sqrt { B _ { a } \beta ^ { a } }	\beta = \sqrt { \beta _ { a } \beta ^ { a } }
UN19_1037_em_537	CORRECT	\int c _ { 2 }	\int c _ { 2 }
UN19wb_1113_em_1073	WRONG	\sqrt { 1 } + \sqrt { S } \geq ]	\sqrt { r } + \sqrt { s } \geq 1
UN19wb_1116_em_1121	WRONG	\lim _ { r \rightarrow 0 } f ( r ) = \sqrt { n }	\lim _ { r \rightarrow 0 } f ( r ) = \sqrt { r }
UN19_1018_em_243	WRONG	- \frac { s > 1 } { 4 s }	- \frac { 5 7 1 } { 4 5 }
UN19_1041_em_593	CORRECT	\frac { n } { 8 }	\frac { n } { 8 }
ISICal19_1202_em_770	WRONG	\cos B _ { n } x	\cos \beta _ { n } x
UN19_1036_em_519	WRONG	T = \lim _ { u \rightarrow \infty } z	T = \lim _ { u \rightarrow \infty } u z
UN19_1001_em_11	WRONG	g \div 5 \div x	9 \div 5 \div x
UN19_1011_em_151	WRONG	a ( 3 ] = \frac { x } { 2 } a _ { 2 } + a _ { 3 } + \frac { 3 } { 2 }	a [ 3 ] = \frac { 1 } { 2 } a _ { 2 } + a _ { 3 } + \frac { 3 } { 2 }
UN19wb_1108_em_990	WRONG	\sum _ { x } \pi x = 7 2 0	\sum _ { x } d _ { x } = 7 2 0
ISICal19_1206_em_837	CORRECT	\frac { n ( 2 n - 1 ) ( 2 n + 1 ) } { 3 }	\frac { n ( 2 n - 1 ) ( 2 n + 1 ) } { 3 }
ISICal19_1203_em_789	CORRECT	4 4 = \frac { 9 ( 9 + 1 ) } { 2 } - 1	4 4 = \frac { 9 ( 9 + 1 ) } { 2 } - 1
ISICal19_1201_em_751	CORRECT	x ^ { \prime } = ( a x + b ) ( c x + d ) ^ { - 1 }	x ^ { \prime } = ( a x + b ) ( c x + d ) ^ { - 1 }
UN19_1006_em_78	CORRECT	\frac { 3 5 } { 5 2 8 }	\frac { 3 5 } { 5 2 8 }
UN19wb_1121_em_1197	WRONG	\tan ( 2 \alpha ) = ( f _ { y } | f x x )	\tan ( 2 a ) = ( f _ { x y } / f _ { x x } )
UN19wb_1112_em_1051	WRONG	\frac { 1 } { \infty } ( n ^ { 2 } + 5 n + 8 )	\frac { 1 } { 8 } ( n ^ { 2 } + 5 n + 8 )
UN19_1035_em_508	WRONG	\sqrt { n ( x ) }	\sqrt { i r ( x ) }
UN19_1015_em_201	WRONG	( \int l ^ { 1 } )	( \int e ^ { f } )
UN19_1045_em_653	CORRECT	\frac { 1 } { 2 } - \sin ^ { 2 } \alpha	\frac { 1 } { 2 } - \sin ^ { 2 } \alpha
UN19_1038_em_553	CORRECT	o \in X	o \in X
UN19_1031_em_438	WRONG	g = \phi \tan \theta	g = q \tan \theta
UN19_1040_em_580	WRONG	\sqrt { \frac { 1 } { a }	\sqrt { \frac { 1 } { a } }
UN19_1029_em_416	WRONG	\int _ { a } ^ { t } = \frac { x - 1 } { x + 1 }	f _ { r a t } = \frac { x - 1 } { x + 1 }
UN19wb_1116_em_1119	CORRECT	F ( x ) = x ( 1 + \frac { x } { a } )	F ( x ) = x ( 1 + \frac { x } { a } )
UN19wb_1121_em_1185	WRONG	v = \int d ^ { n } x \sqrt { g }	V = a ^ { n } \int d ^ { n } x \sqrt { g }
UN19wb_1108_em_1003	WRONG	- b s _ { 1 } = b _ { 1 } + b _ { 1 } + b + \frac { 1 } { 2 }	- b j _ { 2 1 } = b j _ { 1 } + b + \frac { 1 } { 2 b }
UN19wb_1107_em_986	WRONG	\sin ^ { 2 } x + \cos ^ { 2 } x = 1	\sin ^ { 2 } { x } + \cos ^ { 2 } { x } = 1
UN19wb_1115_em_1095	WRONG	6 4 x ^ { 0 } - 8 0 x ^ { 2 } + 2 x ^ { 2 } - \pi	6 4 x ^ { 6 } - 8 0 x ^ { 4 } + 2 4 x ^ { 2 } - 1
UN19_1026_em_366	WRONG	x ^ { 3 } , x ^ { 4 } , x ^ { 5 } - x ^ { 7 } , x ^ { 8 } x ^ { 9 }	x ^ { 3 } , x ^ { 4 } , x ^ { 5 } , x ^ { 7 } , x ^ { 8 } , x ^ { 9 }
UN19_1029_em_414	WRONG	G = \sin + \sin x	G = \sin t \sin x
UN19_1048_em_702	CORRECT	x ^ { n - 1 } + x y ^ { 2 } + z ^ { 2 }	x ^ { n - 1 } + x y ^ { 2 } + z ^ { 2 }
UN19wb_1113_em_1074	WRONG	\sqrt { T } ^ { y } ( t )	\sqrt { T } y ( t )
UN19_1007_em_92	CORRECT	\sin ^ { n } ( t - t _ { 0 } )	\sin ^ { n } ( t - t _ { 0 } )
UN19_1041_em_597	WRONG	- \int 2	- \sqrt { 2 }
UN19wb_1114_em_1081	WRONG	\sin ^ { 2 } y	\sin ^ { 2 } { y }
UN19_1012_em_175	WRONG	3 3 = 2 9	3 0 \div 2 0
UN19_1020_em_272	CORRECT	+ \sqrt { p - 1 }	+ \sqrt { p - 1 }
UN19wb_1115_em_1105	WRONG	0 ^ { G } \theta ^ { - 1 } b ^ { - \pi }	a b a ^ { - 1 } b ^ { - 1 }
UN19_1036_em_517	WRONG	x = \pm \frac { 4 } { 2 }	x = \pm \frac { a } { 2 }
UN19wb_1114_em_1090	WRONG	x _ { b c } = x _ { a } + x _ { 5 } - x _ { c }	x _ { a b c } = x _ { a } + x _ { b } - x _ { c }
UN19_1047_em_684	WRONG	l - x ) ^ { - a } \log g x	( - x ) ^ { - a } \log x
UN19wb_1107_em_984	WRONG	j ^ { n } = e ^ { n } - \frac { m } { y } + i	z ^ { - n } e ^ { - \frac { m } { z } } + \ldots
ISICal19_1201_em_755	WRONG	g ( x ) = \beta a b ^ { x a } x ^ { b } }	g ( x ) = \beta _ { a b } x ^ { a } x ^ { b }
UN19_1010_em_140	CORRECT	\frac { n _ { 1 } } { \sin \theta _ { 1 } } = \frac { n _ { 2 } } { \sin \theta _ { 2 } }	\frac { n _ { 1 } } { \sin \theta _ { 1 } } = \frac { n _ { 2 } } { \sin \theta _ { 2 } }
UN19_1006_em_83	WRONG	\lim _ { L \rightarrow \infty } a \pi L ^ { 2 }	\lim _ { L \rightarrow \infty } a _ { \pi } L ^ { 2 }
ISICal19_1211_em_898	CORRECT	\frac { \sqrt { A } } { \alpha } - \frac { 1 } { 2 }	\frac { \sqrt { A } } { \alpha } - \frac { 1 } { 2 }
UN19_1049_em_705	CORRECT	4 \pi ^ { 4 } \int a ^ { 3 } b ^ { 3 } d t	4 \pi ^ { 4 } \int a ^ { 3 } b ^ { 3 } d t
UN19_1042_em_608	CORRECT	\frac { 6 } { \sqrt { 6 0 } }	\frac { 6 } { \sqrt { 6 0 } }
UN19_1037_em_539	CORRECT	\lim o ( n )	\lim o ( n )
UN19wb_1103_em_919	WRONG	\lambda ( i ) = \sum _ { i = 1 } ^ { n } x _ { n }	X ( t ) = \sum _ { n } t ^ { n } X _ { n }
UN19wb_1108_em_991	WRONG	X = 0 1 , 9 z	X = 0 . 1 , 0 . 2 \ldots
UN19_1045_em_657	WRONG	T + 7 + 8 + 1	+ 7 + 8 + 1 1
UN19wb_1118_em_1154	WRONG	\lim _ { x \rightarrow \pm \infty } e ^ { n } ( \frac { i x } { k } } )	\lim _ { x \rightarrow \pm \infty } P ( \frac { e ^ { i k x } } { k } )
UN19_1022_em_306	CORRECT	x = \frac { e ^ { c r } } { a c }	x = \frac { e ^ { c r } } { a c }
UN19_1050_em_734	WRONG	a = \sqrt { \frac { 1 + \sqrt { 1 + 2 p } } { 6 p } }	a = \sqrt { \frac { 1 + \sqrt { 1 + 1 2 p } } { 6 p } }
UN19_1009_em_124	WRONG	\int G = \infty	\int b = 0
UN19_1031_em_447	WRONG	\alpha = \frac { 1 } { 2 b } - \frac { b } { 2 }	\alpha = \frac 1 { 2 b } - \frac { b } { 2 }
UN19_1018_em_249	WRONG	f = - \sum _ { n } n _ { n } z ^ { - n + 1 }	f = - i \sum _ { n } u _ { n } z ^ { - n + 1 }
UN19_1041_em_590	CORRECT	b \neq h	b \neq h
UN19_1039_em_564	WRONG	\gamma = \lim ^ { 2 } t	r = \tan ^ { 2 } t
UN19_1040_em_578	CORRECT	1 + 1 + 1 + 1	1 + 1 + 1 + 1
UN19_1026_em_365	WRONG	9 ^ { 1 } + q 2 + 9 ^ { 3 } + 9 4 = 2	q _ { 1 } + q _ { 2 } + q _ { 3 } + q _ { 4 } = 2
UN19_1042_em_609	WRONG	X ^ { ( p + 1 ) }	\int C ^ { ( p + 1 ) }
UN19wb_1104_em_938	CORRECT	\frac { 1 } { 2 \sqrt { 3 } }	\frac { 1 } { 2 \sqrt { 3 } }
UN19_1013_em_187	CORRECT	b y a	b y a
ISICal19_1209_em_868	CORRECT	- 9 . 9 1 9 9	- 9 . 9 1 9 9
ISICal19_1204_em_797	CORRECT	b \geq \frac { 1 } { a - 1 }	b \geq \frac { 1 } { a - 1 }
UN19_1007_em_91	WRONG	( \frac { 1 } { 3 } + \frac { 5 } { 2 \pi ^ { 2 } } n ^ { 2 } } )	( \frac { 1 } { 3 } + \frac { 5 } { 2 \pi ^ { 2 } n ^ { 2 } } )
UN19_1026_em_361	CORRECT	\alpha ( 1 - \cos t )	\alpha ( 1 - \cos t )
UN19_1047_em_676	WRONG	\sqrt { g x ^ { g t } t }	\sqrt { g _ { x x } g _ { t t } }
UN19_1023_em_316	WRONG	\sum x ^ { 2 } a _ { a } ^ { 2 }	\sum _ { a } x _ { a } ^ { 2 }
UN19wb_1113_em_1075	WRONG	- \frac { \sin \alpha \sin ( \theta ) } { 2 \pi t }	- \frac { \sin \alpha ( \infty ) } { 2 \pi }
UN19_1041_em_586	WRONG	\frac { x ^ { n } } { y _ { n } ^ { b } }	\frac { x ^ { i } _ { n } } { y ^ { b } _ { n } }
