Test Year: 2019
Total: 1199, Correct: 0, ExpRate: 0.00%
----------------------------------------
Image	Status	Prediction	GroundTruth
UN19wb_1106_em_966	WRONG	x _ { 1 } = x _ { 0 }	3 n - 3 + 1
UN19_1009_em_125	WRONG	\sqrt { B }	\sqrt { - g }
UN19wb_1105_em_955	WRONG	\frac { \pi r ^ { 2 } h } { 3 }	- \frac { c } { 2 } \times \frac { d x } { y }
UN19_1015_em_205	WRONG	\frac { \pi r ^ { 2 } { 3 + 1 }	\frac { 1 } { 2 } \sqrt { \frac { 5 } { 3 } }
UN19_1023_em_319	WRONG	a = \frac { c } { 2 }	a = \sqrt { \frac { 5 } { 6 } }
UN19_1045_em_655	WRONG	p ^ { 2 } = 3	b c + c b
UN19_1048_em_690	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\frac { \sqrt { p + 1 } } { 2 }
UN19wb_1109_em_1010	WRONG	x ^ { 2 } + 2 ^ { 2 } + 2 ^ { 2 } + 2 ^ { 2 } + 2 ^ { 2 }	z = x ^ { 2 i + 2 } + i x ^ { 2 i + 3 }
UN19wb_1105_em_946	WRONG	x _ { 1 } = x _ { 2 }	\sin m r
UN19_1046_em_661	WRONG	\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x	H _ { ( 2 ) } ^ { \frac { 2 } { 3 } - \frac { 1 } { 3 } - \frac { 1 } { 3 } } = 1
ISICal19_1206_em_838	WRONG	a ^ { x } + b ^ { x } + \frac { c } { 2 }	c = \frac { 3 } { 2 } \sum x _ { i }
UN19_1007_em_102	WRONG	\frac { \pi r ^ { 2 } h } { 3 }	\frac { - 4 } { \sqrt { 3 6 0 } }
UN19_1008_em_117	WRONG	1 ^ { 2 } { 2 } = \frac { 2 } + \cos ^ { 2 } = 1	T ^ { a a } = T ^ { x x } + T ^ { y y }
ISICal19_1205_em_820	WRONG	\frac { 1 } { 3 } \pi r ^ { 3 }	- \frac { 1 } { 3 } \int A ^ { 3 }
UN19wb_1104_em_941	WRONG	u _ { n - 1 }	- 1 + \frac { 1 } { n }
UN19wb_1118_em_1147	WRONG	x ^ { 2 } - 2 ^ { 2 } ( x )	+ 1 3 + 1 7 + 1 9
UN19wb_1105_em_945	WRONG	( a _ { n } , \ldots , e _ { n } )	\cos ( X ^ { m } )
UN19wb_1108_em_998	WRONG	x _ { 1 } + x _ { 2 } = x _ { 3 }	y = x _ { 8 } + i x _ { 9 }
ISICal19_1211_em_893	WRONG	\frac { 1 } { 2 } \pi r ^ { 2 }	\frac { 1 } { x } x = 1
UN19wb_1121_em_1198	WRONG	\frac { 1 } { x ^ { 2 } { 2 } + \frac { x ^ { 2 } + y ^ { 2 } } }	\frac { 2 \pi } { 3 } - \frac { 4 \pi } { 9 } = \frac { 2 \pi } { 9 }
UN19_1020_em_284	WRONG	a _ { 2 }	9 + 1
UN19_1010_em_136	WRONG	x _ { 2 } = x _ { 3 }	x ^ { 1 } \ldots x ^ { 5 }
UN19wb_1112_em_1055	WRONG	1 0 ^ { 2 } = 0	\sin y _ { 0 }
UN19wb_1105_em_954	WRONG	u _ { n + 1 } ( x _ { n } )	R ( \theta ) = \tan ( \theta )
UN19_1020_em_282	WRONG	1 + 1	x + u
UN19_1008_em_105	WRONG	\frac { 1 } { 3 } \pi r ^ { 2 } }	\lim _ { z \rightarrow 1 } \sum z ^ { n }
ISICal19_1203_em_787	WRONG	c ^ { 2 } = a ^ { 2 } + b ^ { 2 } - 2 a b \cos C	F ( x , y ) = \sin x e ^ { y }
UN19wb_1119_em_1155	WRONG	\frac { 1 } { \sin ( x ) + 1 }	x \frac { P ( - x ) } { ( x P ( x ) ) ^ { 2 } }
UN19_1038_em_540	WRONG	e _ { f _ { c ^ { 2 } } }	\sum _ { n } s _ { n }
UN19_1001_em_7	WRONG	\sum _ { i = 1 } ^ { n } a _ { n }	\sum _ { i } r _ { i } + \sum _ { i } s _ { i }
UN19_1025_em_352	WRONG	\frac { 1 } { 3 } \pi r ^ { 3 }	x ^ { 3 } x ^ { 4 } x ^ { 5 }
UN19_1045_em_659	WRONG	\int e ^ { 2 }	\int d A
UN19_1029_em_413	WRONG	x = r \cos \theta	x = x _ { a } - x _ { b }
UN19_1011_em_158	WRONG	\int \sqrt { \sqrt { 2 } }	\int \sqrt { g } R ^ { 2 }
ISICal19_1202_em_774	WRONG	x _ { 1 } = x _ { 2 }	x \neq \pm a
UN19_1035_em_507	WRONG	\frac { n } { n }	\sum _ { i } \beta ^ { i }
UN19wb_1106_em_967	WRONG	a _ { 1 } + a _ { 0 } = 0	6 + 8 + 1 6 , 6 + 6 + 8 + 1 0
UN19_1002_em_24	WRONG	x _ { 1 } = x _ { 2 }	x ^ { p + 1 } \ldots x ^ { 5 }
UN19wb_1116_em_1117	WRONG	a ^ { 2 } + b ^ { 2 } = c ^ { 2 }	a t ^ { - 1 } + b t ^ { - 2 }
UN19_1003_em_41	WRONG	3 3 3 3	3 \times 3 \times 3
UN19_1008_em_106	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\sqrt { n a }
UN19wb_1119_em_1159	WRONG	u _ { 2 } + u _ { 2 } = 0	1 2 + 8 + 6 + 6 + 6
UN19wb_1111_em_1046	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\beta = \sqrt { \frac { d - 2 } { d - 3 } }
UN19_1001_em_9	WRONG	\int ( 2 ^ { 2 } - 3 e ^ { x } ) d x	[ a b ] = a b - b a
UN19wb_1115_em_1102	WRONG	z = \frac { 1 } { 2 }	\frac { 3 } { 2 } \times \frac 3 2
UN19wb_1111_em_1041	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	( a b ) = \frac { 1 } { 2 } ( a b + b a )
UN19_1039_em_568	WRONG	3 . 3	j \geq 3
UN19_1010_em_147	WRONG	x _ { 1 } ( x )	X \times X
UN19wb_1120_em_1180	WRONG	\frac { 3 x + y } { z } = ( \frac { A - 1 } { x ^ { 2 } + y ^ { 2 } } )	X = \frac { 1 } { \sqrt { 2 } } ( x ^ { 1 } + i x ^ { 2 } )
ISICal19_1210_em_870	WRONG	\frac { 1 } { r ^ { 2 } } = \frac { 1 } { ( R - m ) ^ { 2 } } + \frac { 1 } { ( R + m ) ^ { 2 } }	\sqrt { 1 - x } = \sum _ { n = 0 } ^ { \infty } \alpha _ { n } x ^ { n }
UN19_1027_em_377	WRONG	2 0 = 0	y \geq 0
UN19_1007_em_90	WRONG	\frac { 4 } { 3 } \pi r ^ { 3 }	\frac { c } { 3 } = \frac { 1 1 } { 1 3 }
UN19_1008_em_107	WRONG	\frac { 4 } { 3 } \pi r ^ { 3 }	y = \frac { p } { q } x
UN19_1030_em_426	WRONG	( u _ { n } , \ldots , u _ { n } )	\sin ( \pi x )
UN19wb_1113_em_1077	WRONG	\sqrt { u }	\sqrt { - h }
UN19_1012_em_170	WRONG	\frac { i } { i }	\frac { 9 } { 8 }
UN19_1012_em_171	WRONG	y _ { y }	y d y
UN19wb_1118_em_1153	WRONG	e _ { 1 } = a _ { n - 1 }	e ^ { a + 1 } - e ^ { a }
UN19wb_1115_em_1109	WRONG	1 + \pi r ^ { 2 }	\tan \theta / 2
UN19_1030_em_423	WRONG	f ( x ) = \sqrt { 2 }	\log \sqrt { 2 \pi }
UN19_1044_em_637	WRONG	\frac { 1 } { 4 }	\frac { 4 } { 5 }
ISICal19_1207_em_847	WRONG	x _ { 1 } = x _ { 0 }	x ^ { 7 } - x ^ { 8 }
UN19_1030_em_429	WRONG	q _ { n }	9 - n
UN19_1051_em_745	WRONG	\frac { 1 } { 4 }	\frac { 7 } { 4 }
UN19_1022_em_310	WRONG	\sqrt { z }	\sqrt { - A }
UN19wb_1103_em_927	WRONG	\cos ( 0 )	- 0 . 9 9 9
UN19_1021_em_293	WRONG	u _ { 0 }	\forall l , j
UN19_1037_em_536	WRONG	\sum _ { n } ^ { n }	\sum _ { a } n _ { a }
UN19_1027_em_380	WRONG	1 + 3	\Delta \geq 3
UN19wb_1115_em_1101	WRONG	\log _ { 2 } + \log _ { 4 } + \log _ { 4 }	y ^ { j } y ^ { k } = y ^ { j + k }
UN19_1021_em_294	WRONG	( x _ { 1 } , \ldots , i _ { n } )	\sin ( x )
UN19wb_1112_em_1056	WRONG	x ^ { 2 } + 2 ^ { 2 } + 2 ^ { 3 }	- b j _ { 2 } = b + \frac { 1 } { 2 b }
ISICal19_1201_em_763	WRONG	x _ { 1 } = x _ { 1 } = x _ { 1 }	x ^ { 6 } \ldots x ^ { 9 }
UN19_1001_em_13	WRONG	a _ { n } = a _ { n } a _ { n } a _ { n }	a ^ { 1 } a ^ { 2 } a ^ { 3 } a ^ { 4 } a ^ { 5 }
UN19_1019_em_267	WRONG	\frac { a } { \sqrt { c } } }	\frac { 6 } { \sqrt { 3 6 0 } }
UN19wb_1107_em_976	WRONG	\alpha _ { 1 } = x _ { 2 }	p = x \sin \theta
UN19wb_1104_em_942	WRONG	\frac { \cdots + \gamma } { \theta }	\frac { - 4 } { \sqrt { 6 0 } }
UN19wb_1119_em_1163	WRONG	x _ { 1 } + x _ { 2 } = x _ { 3 }	\lambda B _ { 1 2 } = \tan \alpha
UN19_1003_em_37	WRONG	x ^ { x } - y ^ { x }	X _ { x y x y }
UN19_1032_em_453	WRONG	x = 0	x \neq 0
UN19_1017_em_227	WRONG	x ^ { 2 } = x ^ { 3 }	x ^ { 4 } - x ^ { 9 }
UN19wb_1112_em_1064	WRONG	\frac { 1 } { 2 } \pi r ^ { 2 }	\alpha = \frac { 1 } { \tan \theta }
UN19_1018_em_251	WRONG	u _ { 1 } ( x )	y = \tan ( \theta / 3 )
UN19wb_1109_em_1009	WRONG	x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }	x = a ( t - t _ { 0 } ) ^ { - 1 } + p ( t - t _ { 0 } ) ^ { r - 1 }
UN19_1047_em_683	WRONG	\int e ^ { x } d x	\int d ^ { 2 } x F
UN19_1046_em_663	WRONG	\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }	x = \frac { 4 \pi i } { 3 } + 2 \pi i n
UN19_1001_em_4	WRONG	x ^ { 2 } + b ^ { 2 } + b ^ { 2 }	b = b _ { 0 } + b _ { 1 } + . . . + b _ { k }
UN19wb_1105_em_958	WRONG	\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }	\frac { 8 \times 5 } { 5 + 3 } = \frac { 3 5 \times 1 } { 6 + 1 }
UN19_1038_em_546	WRONG	k _ { 1 }	1 \ldots k
ISICal19_1202_em_778	WRONG	a ^ { 2 } + b ^ { 2 } = 0	a + \frac { 1 } { 2 } \geq 0
UN19wb_1116_em_1110	WRONG	\frac { 1 } { \sin ( x ) + 1 }	\frac { 1 } { x _ { 3 } - x _ { 1 } }
ISICal19_1201_em_753	WRONG	x ^ { 2 } - x ^ { 2 } - x ^ { 2 } - x ^ { 2 } = 1	x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } = 1
UN19_1009_em_120	WRONG	b ^ { 3 }	+ \frac { 1 } { 5 }
UN19wb_1104_em_939	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	x \div 5 \div 2
UN19_1006_em_88	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\sqrt { 4 m }
UN19_1030_em_433	WRONG	u _ { 1 } ( u _ { n } )	\sin ( \theta )
UN19_1010_em_145	WRONG	u _ { n } = v _ { 1 } \cdot q ^ { n - 1 }	w ^ { i + j } + w ^ { - j } + w ^ { - i }
UN19wb_1105_em_953	WRONG	\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }	\frac { 2 } { 5 } = \frac { 1 } { 3 } + \frac { 1 } { 1 5 }
UN19_1023_em_327	WRONG	a ^ { 2 } = 0	6 x \neq y
UN19_1049_em_706	WRONG	\frac { 1 } { 3 } \pi r ^ { 3 }	\sum C ^ { ( n ) } e ^ { B }
UN19_1028_em_402	WRONG	\int e ^ { x }	\int d u
UN19wb_1115_em_1100	WRONG	n _ { n } = a _ { n - 1 } + a _ { n - 1 }	\lim _ { x \rightarrow \pm \infty } V ( x ) = 0
ISICal19_1211_em_896	WRONG	u _ { 1 } = a _ { 2 } = 0	1 - b x - c x ^ { 2 } \neq 0
UN19_1008_em_108	WRONG	6 ^ { 3 } \cdot 6 ^ { 2 } = ( 6 ^ { 2 } ) ^ { 4 }	[ a ] + \frac { 1 } { 2 } [ b ]
UN19_1029_em_412	WRONG	x ^ { 3 }	5 \times 5
UN19wb_1102_em_906	WRONG	\frac { 5 } { 2 } \pi r ^ { 2 }	\frac { n } { 2 } + \frac { 7 } { 2 }
ISICal19_1206_em_825	WRONG	( x ^ { 2 } { 2 } )	( \frac { 5 } { 7 } , \frac { 5 } { 7 } )
UN19_1027_em_379	WRONG	\sqrt { 2 } = \sqrt { 2 }	\lim \sqrt { x }
UN19_1011_em_160	WRONG	x ^ { 2 } + y ^ { 2 } + 2 ^ { 2 }	k _ { a } \neq k _ { b } \neq k _ { c }
UN19_1024_em_336	WRONG	1 + 2 ^ { 2 }	1 + 5 + 7
UN19wb_1117_em_1137	WRONG	\frac { 5 } { x + 1 } + \frac { 5 } { x ^ { 2 } + x }	\frac { i } { k + i } = 1 - \frac { k } { k + i }
UN19_1018_em_254	WRONG	9 . 9 . 9	- 9 . 9 5 9 9
UN19wb_1119_em_1169	WRONG	\log _ { 2 } ( 2 ^ { 2 } { 2 }	A = \sum _ { a } A ^ { a } t ^ { a }
UN19wb_1109_em_1019	WRONG	3 0 \times 2 9 x ^ { 2 8 }	S ^ { 2 } \times S ^ { 2 } \times S ^ { 2 } \times S ^ { 2 }
UN19wb_1109_em_1013	WRONG	( x _ { 1 } , \ldots , x _ { n } )	( x _ { 1 2 } x _ { 2 3 } x _ { 3 4 } x _ { 4 1 } )
UN19wb_1115_em_1096	WRONG	\frac { 1 } { n ^ { 2 } { a ^ { 2 } { n - 1 } - \frac { 1 } { n }	e ^ { - \alpha \sqrt { 1 - e ^ { 2 } } x ^ { 0 } }
UN19_1003_em_30	WRONG	\sqrt { 2 } = \sqrt { 2 }	n = - 1 + \sqrt { 1 5 }
UN19_1031_em_444	WRONG	\frac { 1 } { 2 } = ( \frac { x + 1 } { x ^ { 2 } + y ^ { 2 } } )	x = \frac { 2 \pi } { \sqrt { 2 } } ( n + \frac { 1 } { 2 } )
UN19_1033_em_472	WRONG	a _ { 1 } = a _ { 0 }	C + q y
UN19wb_1111_em_1039	WRONG	\sin ^ { 2 } + b ^ { 2 } + b ^ { 2 } - 2 a b \cos C	9 \times 9 + 1 3 \times 1 3 - ( 3 + 3 + 1 ) = 2 4 3
UN19_1015_em_203	WRONG	\log _ { 2 } ( 2 ^ { 2 } ) = 0	\sin ( \theta ) \neq 0
UN19_1025_em_347	WRONG	\frac { y } { y }	\int \limits _ { a } ^ { b } a _ { 0 }
UN19wb_1112_em_1058	WRONG	u _ { 1 } = u _ { 2 }	h \rightarrow h h
UN19_1047_em_677	WRONG	v _ { 1 } = v _ { n - 1 }	M = \sqrt { \frac { 2 } { c } }
UN19_1024_em_342	WRONG	\sqrt { \sqrt { p } }	\sqrt { \frac { 8 } { 3 } }
UN19_1008_em_115	WRONG	x _ { i } = x _ { i + 1 } + x _ { i + 2 }	x u = v x = x p ^ { - 1 } x
UN19wb_1118_em_1140	WRONG	f ( x ) = f ( x ) ^ { 2 }	f ( y ) = y ^ { \frac { 1 } { n - 2 } }
UN19_1025_em_354	WRONG	\sqrt { 1 } = \sqrt { 2 }	y = \sqrt { y _ { i } y ^ { i } }
UN19_1029_em_407	WRONG	u _ { n } = u _ { n - 1 }	u ^ { n + 1 } = \cos { r }
ISICal19_1207_em_845	WRONG	\sin x ^ { 2 } { 2 } = 0	\sin \theta = \frac { 1 1 9 } { 1 2 0 }
UN19wb_1107_em_978	WRONG	1 3 + 3 \sqrt { 3 }	\beta = \sqrt { 1 + b }
UN19_1030_em_420	WRONG	u _ { n } = 0	\tan { \theta } = 0
UN19_1042_em_601	WRONG	v _ { i } ( n )	x + i y
UN19_1036_em_514	WRONG	\frac { i } { i }	\frac { 1 } { \sqrt { N } }
ISICal19_1209_em_864	WRONG	\int e ^ { 2 }	\int d z
UN19_1002_em_21	WRONG	u _ { 1 } = \frac { 1 } { 2 }	M \rightarrow \frac { M } { \sqrt { c } }
UN19_1048_em_695	WRONG	\frac { \sin ( x ) } { \cos ( x ) } = \tan ( x )	s ( u ) = \frac { \sin ( u ) } { \sin ( \lambda ) }
UN19wb_1104_em_937	WRONG	s _ { x } = x _ { x } + \frac { c } { 2 }	s _ { b } C = \frac { 1 } { 2 } C \times C
UN19_1039_em_559	WRONG	2 ^ { 2 } - 2 ^ { 2 }	z \geq \frac { 9 } { 8 }
ISICal19_1201_em_756	WRONG	\frac { 5 } { x + 1 } { x ^ { 2 } { 2 } = \tan ( x )	\frac { ( 3 + z ^ { 2 } ) ( 7 + z ^ { 2 } ) } { 3 2 }
ISICal19_1211_em_886	WRONG	2 ^ { 2 } + 2 ^ { 2 } + 2 ^ { 2 }	- x _ { 0 } \leq x \leq x _ { 0 }
ISICal19_1202_em_765	WRONG	\frac { 1 } { 2 } \pi r ^ { 2 }	x ^ { 1 } y ^ { 1 } x ^ { 3 }
UN19_1025_em_346	WRONG	\frac { 1 } { n }	\frac { 1 } { x + i 0 }
UN19_1051_em_749	WRONG	x ^ { 2 } = x ^ { 2 }	\sin ^ { 2 } \alpha
UN19_1038_em_550	WRONG	\sqrt { 1 + 1 }	\sqrt { 1 + t }
UN19_1042_em_603	WRONG	1 3 + \pi r ^ { 3 }	1 ^ { + 3 } + 1 ^ { - 3 }
UN19wb_1114_em_1088	WRONG	y ^ { 2 } + y ^ { 2 }	y = y _ { b } - y _ { a }
UN19wb_1112_em_1060	WRONG	\sum _ { n }	\sum A _ { i }
UN19_1026_em_368	WRONG	a ^ { 2 } = a ^ { 2 } + b ^ { 2 }	a = c b ^ { - 1 } - b a b ^ { - 1 }
ISICal19_1203_em_782	WRONG	a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )	a = 4 ( \frac { 1 } { 4 } - \frac { 3 } { 8 } )
UN19_1045_em_650	WRONG	\sqrt { y } ^ { y }	\sqrt { y ^ { 2 } } = y
UN19_1021_em_290	WRONG	u _ { n + 1 } = 1	\sin ^ { 2 } { \theta } \leq 1
UN19wb_1110_em_1028	WRONG	1 + 2 + \cdots + n = \frac { n ( n + 1 ) } { 2 }	b _ { n } = \lim _ { \alpha \rightarrow 0 } b _ { n - \alpha }
UN19_1048_em_693	WRONG	\sqrt { 1 } = \sqrt { 2 }	y = \pm \sqrt { - u }
UN19wb_1112_em_1061	WRONG	\sqrt { b ^ { 2 } - 4 a c }	\sqrt { m n }
UN19wb_1114_em_1080	WRONG	p _ { p }	P f
UN19wb_1118_em_1145	WRONG	\int \limits _ { 0 } ^ { 1 } \sqrt { x } d x	\int d ^ { 4 } x \sqrt { g }
UN19_1021_em_296	WRONG	( x ^ { 2 } - x ^ { 2 } - 1 )	\sin ( n z )
UN19wb_1121_em_1186	WRONG	\sin x ^ { 2 } = x ^ { 2 }	\sin x _ { i } , \cos x _ { i }
ISICal19_1203_em_785	WRONG	\frac { 1 } { n ^ { 2 } + x ^ { 2 } { n - 1 } - \frac { 1 } { n }	2 \pi - \frac { 2 \pi } { 3 } = \frac { 4 \pi } { 3 }
UN19_1050_em_730	WRONG	\frac { - b - \sqrt { \sqrt { x ^ { 2 } + y ^ { 2 } } }	2 5 \sqrt [ 5 ] { 2 ^ { - 2 1 } 3 ^ { 8 } }
ISICal19_1209_em_865	WRONG	\sqrt { y } ^ { g }	\sqrt { g _ { y y } }
UN19wb_1119_em_1157	WRONG	x ^ { 2 } + y ^ { 2 } = z ^ { 2 }	x ^ { 2 } + y ^ { 2 } + z ^ { k + 1 }
UN19_1010_em_139	WRONG	\sqrt { x ^ { 2 } + z ^ { 2 } }	\beta = \sqrt { \beta _ { a } \beta ^ { a } }
UN19_1037_em_537	WRONG	f _ { f }	\int c _ { 2 }
UN19wb_1113_em_1073	WRONG	\sqrt { 5 } = \sqrt { 2 }	\sqrt { r } + \sqrt { s } \geq 1
UN19wb_1116_em_1121	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	\lim _ { r \rightarrow 0 } f ( r ) = \sqrt { r }
UN19_1018_em_243	WRONG	\frac { 3 } { 3 } \pi r ^ { 3 }	- \frac { 5 7 1 } { 4 5 }
UN19_1041_em_593	WRONG	\frac { p } { p }	\frac { n } { 8 }
ISICal19_1202_em_770	WRONG	a ^ { 2 } + b ^ { 2 }	\cos \beta _ { n } x
UN19_1036_em_519	WRONG	\sum _ { i + 2 j \times k ^ { n - 1 } - \frac { 1 } { 2 }	T = \lim _ { u \rightarrow \infty } u z
UN19_1001_em_11	WRONG	a ^ { 2 } = c ^ { 2 }	9 \div 5 \div x
UN19_1011_em_151	WRONG	a ^ { 2 } b ^ { 2 } = \frac { 2 } + b ^ { 2 } + c ^ { 2 }	a [ 3 ] = \frac { 1 } { 2 } a _ { 2 } + a _ { 3 } + \frac { 3 } { 2 }
UN19wb_1108_em_990	WRONG	\frac { 1 } { 3 } \pi r ^ { 3 }	\sum _ { x } d _ { x } = 7 2 0
ISICal19_1206_em_837	WRONG	1 + 2 + \cdots + n = \frac { n ( n + 1 ) } { 2 }	\frac { n ( 2 n - 1 ) ( 2 n + 1 ) } { 3 }
ISICal19_1203_em_789	WRONG	1 + 2 + \cdots + n = \frac { n ( n + 1 ) } { 2 }	4 4 = \frac { 9 ( 9 + 1 ) } { 2 } - 1
ISICal19_1201_em_751	WRONG	x ^ { 2 } = ( x ^ { 2 } - x ^ { 2 } - x ^ { 2 } - x )	x ^ { \prime } = ( a x + b ) ( c x + d ) ^ { - 1 }
UN19_1006_em_78	WRONG	\frac { 5 } { 5 5 }	\frac { 3 5 } { 5 2 8 }
UN19wb_1121_em_1197	WRONG	a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )	\tan ( 2 a ) = ( f _ { x y } / f _ { x x } )
UN19wb_1112_em_1051	WRONG	\sum _ { n = 1 } ^ { 2 } = \frac { 2 } + \cos ^ { 2 } = 1	\frac { 1 } { 8 } ( n ^ { 2 } + 5 n + 8 )
UN19_1035_em_508	WRONG	\sqrt { x ^ { 2 } } }	\sqrt { i r ( x ) }
UN19_1015_em_201	WRONG	\int e ^ { x }	( \int e ^ { f } )
UN19_1045_em_653	WRONG	\frac { 1 } { 3 } \pi r ^ { 2 }	\frac { 1 } { 2 } - \sin ^ { 2 } \alpha
UN19_1038_em_553	WRONG	( 0 )	o \in X
UN19_1031_em_438	WRONG	a _ { n } = a _ { 1 } = a _ { n - 1 }	g = q \tan \theta
UN19_1040_em_580	WRONG	\frac { 1 } { 2 }	\sqrt { \frac { 1 } { a } }
UN19_1029_em_416	WRONG	\int _ { \log 3 } ^ { 0 } \frac { 1 } { e ^ { t } + 1 } d t	f _ { r a t } = \frac { x - 1 } { x + 1 }
UN19wb_1116_em_1119	WRONG	( x ^ { 2 } - x ^ { 2 } - x ) ( 2 x - 7 )	F ( x ) = x ( 1 + \frac { x } { a } )
UN19wb_1121_em_1185	WRONG	\tan ( \frac { \pi } { 2 } ) = 1	V = a ^ { n } \int d ^ { n } x \sqrt { g }
UN19wb_1108_em_1003	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 2 }	- b j _ { 2 1 } = b j _ { 1 } + b + \frac { 1 } { 2 b }
UN19wb_1107_em_986	WRONG	u _ { n + 1 } x _ { n } = 1	\sin ^ { 2 } { x } + \cos ^ { 2 } { x } = 1
UN19wb_1115_em_1095	WRONG	c ^ { 2 } = a ^ { 2 } + b ^ { 2 } - 2 a b \cos C	6 4 x ^ { 6 } - 8 0 x ^ { 4 } + 2 4 x ^ { 2 } - 1
UN19_1026_em_366	WRONG	x ^ { 3 } + a _ { 2 } + a _ { 3 } + a _ { 3 } + a _ { 3 } + a _ { 3 }	x ^ { 3 } , x ^ { 4 } , x ^ { 5 } , x ^ { 7 } , x ^ { 8 } , x ^ { 9 }
UN19_1029_em_414	WRONG	6 ^ { 2 } = a ^ { 2 } = c ^ { 2 }	G = \sin t \sin x
UN19_1048_em_702	WRONG	z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }	x ^ { n - 1 } + x y ^ { 2 } + z ^ { 2 }
UN19wb_1113_em_1074	WRONG	\sqrt { ( x ) }	\sqrt { T } y ( t )
UN19_1007_em_92	WRONG	v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )	\sin ^ { n } ( t - t _ { 0 } )
UN19_1041_em_597	WRONG	x ^ { 2 }	- \sqrt { 2 }
UN19wb_1114_em_1081	WRONG	\sin ^ { 2 } = 1	\sin ^ { 2 } { y }
UN19_1012_em_175	WRONG	2 + 3 = 3	3 0 \div 2 0
UN19_1020_em_272	WRONG	\sqrt { 2 } = \sqrt { 2 }	+ \sqrt { p - 1 }
UN19wb_1115_em_1105	WRONG	u _ { 1 } = a _ { 2 }	a b a ^ { - 1 } b ^ { - 1 }
UN19_1036_em_517	WRONG	x = \frac { 2 } { 2 }	x = \pm \frac { a } { 2 }
UN19wb_1114_em_1090	WRONG	x _ { 2 } + z _ { 2 } + z _ { 2 }	x _ { a b c } = x _ { a } + x _ { b } - x _ { c }
UN19_1047_em_684	WRONG	\frac { 1 } { 3 } \pi r ^ { 2 }	( - x ) ^ { - a } \log x
UN19wb_1107_em_984	WRONG	x _ { 1 } = \frac { 2 } = \frac { 1 } { 2 }	z ^ { - n } e ^ { - \frac { m } { z } } + \ldots
ISICal19_1201_em_755	WRONG	c ^ { 2 } = a ^ { 2 } + b ^ { 2 } + b ^ { 2 }	g ( x ) = \beta _ { a b } x ^ { a } x ^ { b }
UN19_1010_em_140	WRONG	\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }	\frac { n _ { 1 } } { \sin \theta _ { 1 } } = \frac { n _ { 2 } } { \sin \theta _ { 2 } }
UN19_1006_em_83	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 2 }	\lim _ { L \rightarrow \infty } a _ { \pi } L ^ { 2 }
ISICal19_1211_em_898	WRONG	\sqrt { z ^ { 2 } + z ^ { 2 } }	\frac { \sqrt { A } } { \alpha } - \frac { 1 } { 2 }
UN19_1049_em_705	WRONG	\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d x	4 \pi ^ { 4 } \int a ^ { 3 } b ^ { 3 } d t
UN19_1042_em_608	WRONG	\frac { 1 } { x _ { 4 } } } }	\frac { 6 } { \sqrt { 6 0 } }
UN19_1037_em_539	WRONG	( u _ { 1 } , \ldots , v _ { n } )	\lim o ( n )
UN19wb_1103_em_919	WRONG	P ( x ) = \sum _ { i = 0 } ^ { n } a _ { j } x ^ { j }	X ( t ) = \sum _ { n } t ^ { n } X _ { n }
UN19wb_1108_em_991	WRONG	2 ^ { 2 } = 2 ^ { 2 }	X = 0 . 1 , 0 . 2 \ldots
UN19_1045_em_657	WRONG	2 ^ { 2 } + 2 ^ { 2 }	+ 7 + 8 + 1 1
UN19wb_1118_em_1154	WRONG	\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty	\lim _ { x \rightarrow \pm \infty } P ( \frac { e ^ { i k x } } { k } )
UN19_1022_em_306	WRONG	\frac { \beta + \gamma } { 2 }	x = \frac { e ^ { c r } } { a c }
